,2022-03-01,2023-03-01,2023-09-01
Promoters,86.54,79.74,79.74
FIIs,0.27,0.49,0.68
DIIs,9.78,16.17,15.88
Public,3.41,3.6,3.69
No. of Shareholders,75811.0,68832.0,66992.0
