,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-276.8,-51.19,70.54,3.92,-36.08,57.48,33.69
Cash from Investing Activity,467.36,10.63,-77.57,1.4,24.33,2.77,26.4
Cash from Financing Activity,-187.59,30.89,3.8,-6.45,21.44,-69.37,-60.63
Net Cash Flow,2.97,-9.67,-3.22,-1.13,9.7,-9.12,-0.54
