,2023-06-01,2023-09-01
Sales,414,608.0
Expenses,38,66.0
Operating Profit,376,542.0
OPM %,91,89.0
Other Income,67,218.0
Interest,10,0.0
Depreciation,5,5.0
Profit before tax,427,754.0
Tax %,22,11.0
Net Profit,332,668.0
EPS in Rs,,1.05
