,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,48.27,48.84,49.12,49.12,49.04,49.16,49.16,49.15,49.15,49.15,49.11,49.11
FIIs,6.39,6.43,8.63,7.25,9.58,10.21,14.18,14.97,16.28,16.72,17.76,17.71
DIIs,4.37,4.29,4.18,4.15,4.66,4.69,4.9,5.12,4.97,5.1,5.5,6.0
Public,40.98,40.44,38.07,39.48,36.72,35.94,31.76,30.77,29.58,29.03,27.62,27.14
Others,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
No. of Shareholders,186144.0,176588.0,169769.0,174246.0,164264.0,159562.0,157133.0,150922.0,152140.0,152602.0,145454.0,158403.0
