,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,39.44,31.87,31.41,31.41,31.41,90.0,90.0,90.0
DIIs,11.65,11.37,10.23,10.04,9.94,1.45,1.41,1.41
Government,1.41,1.41,1.41,1.41,1.41,0.21,0.21,0.21
Public,47.5,55.35,56.95,57.14,57.25,8.35,8.38,8.4
No. of Shareholders,73812.0,67832.0,66853.0,65852.0,64876.0,42659.0,38940.0,37457.0
