,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,44.0,51,55,38,130,816,97,119,107
Inventory Days,196.0,249,330,406,694,12839,941,765,547
Days Payable,186.0,275,283,360,993,22966,591,352,114
Cash Conversion Cycle,54.0,25,102,84,-169,-9312,447,533,540
Working Capital Days,43.0,29,60,-69,-2043,-37974,-1590,126,-85
ROCE %,,-1,-4,-11,-20,-14,-13,-1,-4
