,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,41.77,41.09,41.09,41.86,41.3,41.3,41.3,41.5,40.74,40.74,40.75,40.75
FIIs,6.67,6.67,6.67,3.74,3.74,3.74,1.74,1.74,1.74,1.74,1.74,1.74
DIIs,3.62,3.27,3.27,3.27,3.27,3.27,3.27,2.68,2.68,2.68,2.24,1.76
Public,47.94,48.97,48.97,51.12,51.69,51.69,53.69,54.1,54.84,54.85,55.29,55.77
No. of Shareholders,30859.0,31430.0,31779.0,32131.0,32132.0,32132.0,35011.0,34078.0,34158.0,34106.0,34137.0,35717.0
