,2022-03-01,2023-03-01,2023-09-01
Promoters,62.54,62.21,62.21
FIIs,4.4,12.83,10.92
DIIs,16.84,16.06,16.99
Public,16.22,8.91,9.89
No. of Shareholders,43390.0,37738.0,34479.0
