,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,87,136,166,245,171,161
Cash from Investing Activity,-66,-148,-76,-200,-137,-210
Cash from Financing Activity,-41,60,-26,11,-49,15
Net Cash Flow,-20,48,64,55,-14,-35
