,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,30,30,30,46,46,46,46,46,46,46,46,46,46
Reserves,1275,1665,629,1927,2118,2373,2637,2966,3350,2347,2819,3162,3227
Borrowings,0,0,0,2,2,2,2,2,2,63,39,41,43
Other Liabilities,277,365,318,638,722,840,1004,926,1007,810,997,752,691
Total Liabilities,1582,2060,977,2614,2888,3261,3690,3940,4405,3266,3901,4001,4006
Fixed Assets,31,26,20,944,925,902,950,886,973,894,869,749,731
CWIP,0,0,3,13,3,15,1,0,1,3,1,8,9
Investments,48,46,44,43,37,0,0,0,0,0,0,0,0
Other Assets,1502,1988,909,1614,1923,2343,2739,3054,3432,2369,3030,3244,3266
Total Assets,1582,2060,977,2614,2888,3261,3690,3940,4405,3266,3901,4001,4006
