,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38,3.38
Reserves,-3.82,-3.94,-4.07,-4.23,-4.34,-4.17,-4.35,-4.5600000000000005,-4.09,-4.25,-4.43,-4.65,-4.78
Borrowings,0.49,0.59,0.74,0.91,0.99,0.8200000000000001,0.99,1.19,0.72,0.87,1.05,1.29,1.44
Other Liabilities,0.0,0.01,0.0,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.0,0.01
Total Liabilities,0.05,0.04,0.05,0.07,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.05
Fixed Assets,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Assets,0.05,0.03,0.04,0.07,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.05
Total Assets,0.05,0.04,0.05,0.07,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.05
