,2011-12-01,2012-12-01,2013-12-01,2014-12-01,2015-12-01,2016-12-01,2017-12-01,2018-12-01,2019-12-01,2020-12-01,2021-12-01,2022-12-01,2023-06-01
Equity Capital,70,68,67,67,67,67,67,67,67,67,67,67,67
Reserves,2051,2483,3156,2879,2870,3098,3877,4555,4893,5466,6042,8360,8454
Borrowings,3747,6927,8291,7673,7596,7326,7332,7779,7845,8859,8489,9731,9372
Other Liabilities,948,1277,2947,2734,2511,2354,3100,3297,3193,3471,3864,3787,3773
Total Liabilities,6815,10755,14460,13352,13044,12845,14376,15699,15998,17863,18463,21945,21667
Fixed Assets,3694,3719,9262,8712,8540,8923,8690,9261,9492,11124,10939,11977,11912
CWIP,124,587,272,269,411,226,441,795,1362,931,791,467,459
Investments,2,2,14,26,19,32,35,13,39,15,13,14,97
Other Assets,2996,6448,4912,4345,4074,3664,5211,5631,5105,5793,6719,9487,9200
Total Assets,6815,10755,14460,13352,13044,12845,14376,15699,15998,17863,18463,21945,21667
