,2015-12-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-10-01
Promoters,59.13,59.13,61.0,61.0,60.93,53.69,53.69,53.64,51.15
DIIs,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.27,0.26
Public,40.56,40.56,38.7,38.7,38.77,46.0,46.0,46.1,48.6
No. of Shareholders,1671.0,1675.0,1670.0,1663.0,1623.0,1669.0,1671.0,1665.0,1660.0
