,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,0.00,1.08,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.20,0.21,3.61,6.41
Expenses,0.20,1.17,0.21,0.27,0.27,0.28,0.29,0.36,0.21,0.18,0.2,3.57,6.44
Operating Profit,-0.20,-0.09,-0.21,-0.27,-0.27,-0.28,-0.29,-0.36,-0.21,0.02,0.01,0.04,-0.03
OPM %,,-8.33,,,,,,,,10.00,4.76,1.11,-0.47
Other Income,0.15,0.26,0.34,0.33,0.30,0.31,0.3,0.30,0.20,0.00,-0.01,0.0,0.10
Interest,0.00,0.0,0.00,0.00,0.00,0.00,0.0,0.00,0.00,0.00,0.0,0.0,0.00
Depreciation,0.03,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.00
Profit before tax,-0.08,0.15,0.12,0.05,0.02,0.02,0.0,-0.08,-0.03,0.00,-0.01,0.03,0.07
Tax %,0.00,260.0,25.00,-260.00,50.00,0.00,,-12.50,0.00,,0.0,66.67,
Net Profit,-0.08,-0.23,0.09,0.18,0.01,0.01,-0.01,-0.08,-0.03,0.01,-0.02,0.02,0.05
EPS in Rs,-0.20,-0.58,0.23,0.45,0.03,0.03,-0.03,-0.20,-0.08,0.03,-0.05,0.05,0.13
