,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,25.43,28.98,29.93,32.29,32.82,38.36,32.6,35.05,39.6,40.02,41.08,40.84,42.32
Expenses,20.38,21.5,21.26,23.55,23.95,26.16,25.22,25.7,29.05,29.88,29.81,30.76,31.21
Operating Profit,5.05,7.48,8.67,8.74,8.87,12.2,7.38,9.35,10.55,10.14,11.27,10.08,11.11
OPM %,19.86,25.81,28.97,27.07,27.03,31.8,22.64,26.68,26.64,25.34,27.43,24.68,26.25
Other Income,0.49,0.37,0.79,0.45,0.44,0.54,0.71,0.71,0.77,0.79,0.86,1.64,0.57
Interest,0.17,0.22,0.29,0.13,0.1,0.15,0.32,0.15,0.15,0.19,0.32,0.21,0.21
Depreciation,1.49,1.6,1.78,1.53,1.6,1.71,1.69,1.72,1.83,2.0,2.09,2.15,2.19
Profit before tax,3.88,6.03,7.39,7.53,7.61,10.88,6.08,8.19,9.34,8.74,9.72,9.36,9.28
Tax %,28.35,30.51,28.42,23.77,26.02,25.64,29.77,25.4,24.84,27.92,25.41,25.96,25.97
Net Profit,2.78,4.19,5.29,5.73,5.64,8.09,4.26,6.11,7.01,6.31,7.26,6.94,6.87
EPS in Rs,0.17,0.26,0.32,0.35,0.35,0.5,0.26,0.37,0.43,0.39,0.45,0.43,0.42
