,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0,0,0,11,11,11
Reserves,135,197,244,479,559,581
Borrowings,65,36,34,22,111,123
Other Liabilities,12,15,18,33,46,35
Total Liabilities,212,249,296,544,726,749
Fixed Assets,89,92,120,189,225,261
CWIP,7,19,22,32,119,147
Investments,0,0,0,0,0,0
Other Assets,116,137,153,323,382,341
Total Assets,212,249,296,544,726,749
