,2020-06-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,42.0,60.0,68.0,69.0,76.0,71.0,85.0,69.0,71.0,61.0,82.0,63.0,66.0
Expenses,30.0,30.0,33.0,32.0,38.0,38.0,41.0,37.0,39.0,35.0,43.0,41.0,41.0
Operating Profit,12.0,31.0,35.0,37.0,38.0,33.0,44.0,31.0,33.0,27.0,39.0,21.0,25.0
OPM %,27.0,51.0,52.0,53.0,51.0,47.0,52.0,45.0,46.0,43.0,48.0,34.0,38.0
Other Income,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0
Interest,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0
Depreciation,3.0,3.0,3.0,5.0,5.0,5.0,7.0,6.0,7.0,7.0,8.0,8.0,10.0
Profit before tax,9.0,28.0,32.0,33.0,34.0,29.0,39.0,27.0,29.0,22.0,31.0,13.0,17.0
Tax %,26.0,26.0,25.0,26.0,26.0,26.0,25.0,26.0,25.0,25.0,27.0,25.0,26.0
Net Profit,7.0,21.0,24.0,25.0,25.0,21.0,29.0,20.0,21.0,16.0,23.0,10.0,13.0
EPS in Rs,362.64,1095.21,1225.81,4.88,4.89,4.04,5.54,3.82,4.03,3.03,4.29,1.8,2.41
