,2022-03-01,2023-03-01,2023-09-01
Promoters,47.31,47.31,47.31
FIIs,9.12,9.16,7.85
DIIs,7.76,8.45,3.15
Public,35.82,35.09,41.68
No. of Shareholders,125714.0,105304.0,108236.0
