,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,179.0,176.0,229.0,301.0,283.0,272
Expenses,107.0,107.0,125.0,148.0,153.0,160
Operating Profit,72.0,69.0,103.0,153.0,130.0,113
OPM %,40.0,39.0,45.0,51.0,46.0,41
Other Income,6.0,4.0,5.0,8.0,12.0,10
Interest,7.0,6.0,3.0,4.0,4.0,7
Depreciation,15.0,14.0,14.0,22.0,29.0,33
Profit before tax,56.0,53.0,92.0,135.0,109.0,83
Tax %,30.0,24.0,25.0,25.0,26.0,
Net Profit,39.0,41.0,69.0,101.0,81.0,61
EPS in Rs,2027.06,2108.74,3583.25,18.92,15.17,11.53
