,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,51,64,68,83,76
Cash from Investing Activity,-34,-26,-64,-138,-179
Cash from Financing Activity,-18,-14,-27,130,85
Net Cash Flow,0,25,-23,75,-18
