,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,90.17,54.72,125.09,139.22,158.79,88.17,161.32,415.81,214.16,110.36,189.76,434.73,244.04
Expenses,77.04,57.64,124.94,136.39,141.47,91.24,166.06,393.01,215.9,113.38,198.84,418.3,236.47
Operating Profit,13.13,-2.92,0.15,2.83,17.32,-3.07,-4.74,22.8,-1.74,-3.02,-9.08,16.43,7.57
OPM %,14.56,-5.34,0.12,2.03,10.91,-3.48,-2.94,5.48,-0.81,-2.74,-4.78,3.78,3.1
Other Income,1.14,0.43,1.73,0.48,1.43,0.51,2.17,1.14,1.18,8.25,1.47,1.0,1.2
Interest,1.44,1.27,1.17,0.81,0.54,0.49,0.34,0.35,0.3,0.31,0.37,0.54,0.86
Depreciation,3.33,3.36,3.18,3.04,3.0,2.93,2.78,2.75,2.76,2.8,2.75,2.88,3.21
Profit before tax,9.5,-7.12,-2.47,-0.54,15.21,-5.98,-5.69,20.84,-3.62,2.12,-10.73,14.01,4.7
Tax %,25.16,25.14,22.27,24.07,25.05,25.08,24.43,25.05,24.86,25.0,22.46,25.2,25.11
Net Profit,7.11,-5.33,-1.91,-0.4,11.39,-4.49,-4.3,15.61,-2.73,1.58,-8.32,10.49,3.52
EPS in Rs,82.42,-61.78,-22.14,-4.64,132.03,-52.05,-49.84,180.94,-31.64,18.31,-96.44,121.59,40.8
