,2021-03-01,2022-03-01,2023-03-01
Sales,3.22,7.84,18.02
Expenses,3.05,7.11,14.82
Operating Profit,0.17,0.73,3.2
OPM %,5.28,9.31,17.76
Other Income,0.0,0.0,0.21
Interest,0.06,0.31,0.39
Depreciation,0.0,0.01,0.08
Profit before tax,0.11,0.41,2.94
Tax %,27.27,26.83,25.17
Net Profit,0.08,0.31,2.19
EPS in Rs,4.0,7.75,36.5
