,2021-03-01,2022-03-01,2023-03-01
Debtor Days,1.13,37.71,48.41
Inventory Days,0.0,32.59,63.03
Days Payable,,52.14,8.21
Cash Conversion Cycle,1.13,18.16,103.23
Working Capital Days,-2.27,14.43,78.39
ROCE %,,43.9,62.95
