,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,599.0,725.0,666.0,682.0,635.0,750.0,685.0,628.0,646.0,724.0,693.0,658.0,705.0
Expenses,503.0,602.0,588.0,591.0,568.0,665.0,647.0,586.0,596.0,662.0,646.0,600.0,642.0
Operating Profit,96.0,123.0,78.0,91.0,67.0,85.0,38.0,42.0,50.0,61.0,46.0,58.0,63.0
OPM %,16.0,17.0,12.0,13.0,11.0,11.0,6.0,7.0,8.0,8.0,7.0,9.0,9.0
Other Income,3.0,4.0,7.0,39.0,6.0,-1.0,5.0,2.0,2.0,14.0,9.0,7.0,3.0
Interest,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
Depreciation,8.0,9.0,11.0,11.0,13.0,14.0,17.0,17.0,18.0,20.0,22.0,22.0,23.0
Profit before tax,89.0,116.0,72.0,119.0,58.0,68.0,25.0,25.0,31.0,55.0,30.0,40.0,41.0
Tax %,21.0,20.0,22.0,17.0,28.0,-2.0,-8.0,22.0,26.0,28.0,23.0,27.0,30.0
Net Profit,71.0,92.0,56.0,99.0,42.0,69.0,27.0,20.0,23.0,39.0,23.0,30.0,29.0
EPS in Rs,4.35,5.68,3.44,6.05,2.58,4.24,1.66,1.19,1.39,2.36,1.42,1.8,1.78
