,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,1.29,3.8,2.72,4.26,3.8
Expenses,0.04,0.03,0.27,0.06,0.09,0.05,0.14,0.17,1.16,5.63,8.28,8.9,9.2
Operating Profit,-0.04,-0.03,-0.27,-0.06,-0.09,-0.05,-0.14,-0.17,0.13,-1.83,-5.56,-4.64,-5.4
OPM %,,,,,,,,,10.08,-48.16,-204.41,-108.92,-142.11
Other Income,0.11,0.11,0.10,0.09,0.08,-0.00,0.08,0.03,0.03,0.01,0.13,0.01,0.48
Interest,-0.00,-0.00,0.09,-0.00,-0.00,-0.00,0.09,0.01,-0.0,-0.0,0.01,1.11,0.8
Depreciation,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,0.03,0.16,0.73,0.91,1.13
Profit before tax,0.07,0.08,-0.26,0.03,-0.01,-0.05,-0.15,-0.15,0.13,-1.98,-6.17,-6.65,-6.85
Tax %,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.0,-0.0,-12.32,-0.0,-6.42
Net Profit,0.07,0.07,-0.26,0.03,-0.02,-0.06,-0.16,-0.15,0.13,-1.98,-6.94,-6.65,-7.29
EPS in Rs,0.01,0.01,-0.02,0.00,-0.00,-0.01,-0.01,-0.01,0.01,-0.13,-0.35,-0.31,-0.31
