,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,302,302,302,302
Reserves,-2057,-2466,-2923,-3411
Borrowings,11653,10413,8216,7757
Other Liabilities,5515,5824,6208,6238
Total Liabilities,15413,14073,11803,10886
Fixed Assets,3146,3013,2912,3382
CWIP,0,0,0,0
Investments,5506,4978,2111,1125
Other Assets,6761,6082,6779,6380
Total Assets,15413,14073,11803,10886
