,2021-03-01,2022-03-01,2023-03-01
Debtor Days,113.0,55,36
Inventory Days,18.0,12,5
Days Payable,419.0,330,238
Cash Conversion Cycle,-288.0,-263,-198
Working Capital Days,-243.0,-194,-132
ROCE %,,8,19
