,2022-03-01,2023-03-01,2023-09-01
Promoters,59.83,59.83,59.83
FIIs,27.29,21.19,13.87
DIIs,1.23,2.74,2.73
Public,11.66,16.26,23.56
No. of Shareholders,381078.0,331014.0,367661.0
