,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,-4,5,8,6
Cash from Investing Activity,-3,-10,-1,-1
Cash from Financing Activity,7,5,-5,-7
Net Cash Flow,1,1,1,-2
