,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3,10,10,10,10
Reserves,7,21,24,25,25
Borrowings,35,39,44,41,37
Other Liabilities,48,26,23,24,19
Total Liabilities,92,96,101,100,91
Fixed Assets,6,6,7,7,7
CWIP,0,0,0,0,0
Investments,1,1,1,1,1
Other Assets,86,89,94,92,84
Total Assets,92,96,101,100,91
