,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,28.55,25.63,22.57,22.57
FIIs,3.38,1.4,1.06,1.02
Public,68.08,72.97,76.38,76.41
No. of Shareholders,8322.0,6415.0,6676.0,7359.0
