,2022-03-01,2023-03-01,2023-09-01
Equity Capital,3.87,4.39,4.39
Reserves,2.92,29.88,33.03
Borrowings,15.15,0.0,0.0
Other Liabilities,3.01,4.79,7.53
Total Liabilities,24.95,39.06,44.95
Fixed Assets,2.7,5.35,10.1
CWIP,0.0,0.0,0.0
Investments,14.4,19.67,19.78
Other Assets,7.85,14.04,15.07
Total Assets,24.95,39.06,44.95
