,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,7,18,20,25,23,10,11,14,12,12,13
Cash from Investing Activity,-24,-48,-44,-18,-8,0,1,-2,-10,0,-3
Cash from Financing Activity,23,25,27,-10,-6,-17,-13,-10,-4,-11,-12
Net Cash Flow,5,-4,3,-4,8,-7,-1,2,-2,2,-2
