,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,37.14,36.82,37.09,37.16,37.16,37.16,37.17,37.17
Public,62.86,63.18,62.91,62.84,62.84,62.84,62.82,62.83
No. of Shareholders,9433.0,9868.0,9607.0,9217.0,8719.0,8516.0,8183.0,8136.0
