,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,212.0,256.0,311.0,182.0,256.0,221.0,296.0,215.0,239.0,392.0,389.0,323.0,368.0
Expenses,140.0,189.0,227.0,156.0,169.0,162.0,258.0,158.0,195.0,283.0,373.0,260.0,283.0
Operating Profit,71.0,67.0,85.0,25.0,87.0,60.0,37.0,57.0,45.0,110.0,16.0,63.0,85.0
OPM %,34.0,26.0,27.0,14.0,34.0,27.0,13.0,26.0,19.0,28.0,4.0,19.0,23.0
Other Income,8.0,47.0,29.0,361.0,17.0,25.0,25.0,82.0,13.0,18.0,91.0,13.0,13.0
Interest,88.0,88.0,97.0,87.0,81.0,80.0,84.0,88.0,76.0,94.0,102.0,98.0,105.0
Depreciation,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,6.0
Profit before tax,-13.0,21.0,13.0,294.0,18.0,1.0,-26.0,48.0,-22.0,29.0,1.0,-28.0,-13.0
Tax %,27.0,37.0,28.0,47.0,31.0,-26.0,24.0,28.0,22.0,22.0,-2093.0,36.0,13.0
Net Profit,-10.0,13.0,9.0,155.0,12.0,1.0,-20.0,34.0,-17.0,23.0,27.0,-18.0,-11.0
EPS in Rs,-0.41,0.56,0.38,6.53,0.52,0.05,-0.85,1.45,-0.72,0.95,1.12,-0.75,-0.47
