,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,1.98,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,19.79,17.99
Reserves,38.29,21.06,21.54,22.01,22.09,22.12,22.11,22.12,-20.29,-20.5,-20.64,21.79,21.61
Borrowings,33.72,2.0,3.3,3.2,0.0,0.0,0.0,0.0,0.0,1.25,1.28,0.0,0.0
Other Liabilities,12.99,193.58,105.96,32.19,2.78,2.69,1.2,1.1,4.49,0.46,0.62,0.06,2.56
Total Liabilities,86.98,236.43,150.59,77.19,44.66,44.6,43.1,43.01,3.99,1.0,1.05,41.64,43.96
Fixed Assets,0.39,0.37,0.5700000000000001,0.26,0.26,0.25,0.23,0.01,0.01,0.23,0.22,0.22,0.22
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,19.48,2.5,10.05,10.55,3.93,30.54,36.38,38.03,0.0,0.0,0.0,30.0,30.0
Other Assets,67.11,233.56,139.97,66.38,40.47,13.81,6.49,4.97,3.98,0.77,0.8300000000000001,11.42,13.74
Total Assets,86.98,236.43,150.59,77.19,44.66,44.6,43.1,43.01,3.99,1.0,1.05,41.64,43.96
