,2020-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5.0,5,10,10
Reserves,,10,25,24
Borrowings,,15,47,54
Other Liabilities,,15,21,22
Total Liabilities,,45,103,110
Fixed Assets,,2,37,40
CWIP,,0,7,0
Investments,,0,0,0
Other Assets,,43,59,69
Total Assets,,45,103,110
