,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,71.98,71.98,71.98,71.98
FIIs,1.86,1.86,1.86,2.32
Public,26.17,26.15,26.15,25.71
No. of Shareholders,498.0,497.0,532.0,556.0
