,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2022-09-01
Promoters,64.95,64.02,64.02,64.02,64.02,64.02,64.02
DIIs,1.85,0.0,0.0,0.49,0.49,0.49,0.49
Government,0.0,0.32,0.0,0.0,0.0,0.0,0.0
Public,33.2,35.66,35.98,35.49,35.49,35.49,35.48
No. of Shareholders,1285.0,1319.0,1297.0,1335.0,1353.0,1694.0,1799.0
