,2019-06-01,2019-09-01,2019-12-01,2020-03-01,2020-06-01,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01
Sales,2.49,2.85,2.31,2.01,0.77,1.96,1.9,3.6,1.94,1.47,2.49,3.37,0.91
Expenses,2.69,3.9,3.04,4.1,1.95,2.56,2.36,3.2,1.89,2.07,2.97,2.94,1.68
Operating Profit,-0.2,-1.05,-0.73,-2.09,-1.18,-0.6,-0.46,0.4,0.05,-0.6,-0.48,0.43,-0.77
OPM %,-8.03,-36.84,-31.6,-103.98,-153.25,-30.61,-24.21,11.11,2.58,-40.82,-19.28,12.76,-84.62
Other Income,0.37,0.36,3.03,0.37,0.23,0.13,0.21,0.1,0.15,0.13,0.38,0.07,0.28
Interest,0.18,0.16,0.38,0.11,0.07,0.1,0.1,0.12,0.1,0.1,0.13,0.17,0.14
Depreciation,0.09,0.09,0.08,0.08,0.08,0.07,0.07,0.07,0.06,0.07,0.11,0.06,0.07
Profit before tax,-0.1,-0.94,1.84,-1.91,-1.1,-0.64,-0.42,0.31,0.04,-0.64,-0.34,0.27,-0.7
Tax %,0.0,0.0,0.0,-3.66,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0
Net Profit,-0.1,-0.94,1.84,-1.98,-1.09,-0.65,-0.42,0.3,0.03,-0.64,-0.34,0.27,-0.7
EPS in Rs,-0.21,-1.94,3.81,-4.1,-2.25,-1.34,-0.87,0.62,0.06,-1.32,-0.7,0.56,-1.45
