,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.68,4.15,4.26,2.96,2.98,2.89,8.94,6.57,3.72,2.3,46.25,20.16,24.64
Expenses,1.33,3.76,3.8,2.75,4.92,2.52,7.36,5.61,3.25,2.02,42.6,19.82,19.55
Operating Profit,0.35,0.39,0.46,0.21,-1.94,0.37,1.58,0.96,0.47,0.28,3.65,0.34,5.09
OPM %,20.83,9.4,10.8,7.09,-65.1,12.8,17.67,14.61,12.63,12.17,7.89,1.69,20.66
Other Income,0.1,0.27,-0.35,0.23,2.4,0.13,0.04,0.01,0.03,0.27,0.89,0.63,0.24
Interest,0.0,0.0,0.03,0.02,0.02,0.04,0.21,0.12,0.04,0.05,0.07,0.08,0.06
Depreciation,0.36,0.36,0.39,0.37,0.37,0.37,0.56,0.42,0.45,0.46,0.51,0.46,0.56
Profit before tax,0.09,0.3,-0.31,0.05,0.07,0.09,0.85,0.43,0.01,0.04,3.96,0.43,4.71
Tax %,0.0,30.0,25.81,20.0,85.71,44.44,23.53,23.26,-700.0,50.0,-0.25,2.33,-0.21
Net Profit,0.09,0.21,-0.23,0.04,0.02,0.05,0.65,0.33,0.08,0.03,3.98,0.42,4.71
EPS in Rs,0.08,0.19,-0.21,0.04,0.02,0.05,0.59,0.3,0.07,0.03,3.62,0.38,4.35
