,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Expenses,0.16,0.19,0.18,0.14,0.17,0.20,0.93,0.47,0.16,0.11,0.72,0.10,0.11
Operating Profit,-0.16,-0.19,-0.18,-0.14,-0.17,-0.20,-0.93,-0.47,-0.16,-0.11,-0.72,-0.10,-0.11
OPM %,,,,,,,,,,,,,
Other Income,0.04,0.31,0.09,0.50,-0.05,0.20,2.13,0.15,0.36,0.43,0.65,0.54,0.42
Interest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Depreciation,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.04,0.05,0.05,0.05,0.04,0.10
Profit before tax,-0.18,0.06,-0.15,0.30,-0.28,-0.06,1.14,-0.36,0.15,0.27,-0.12,0.40,0.21
Tax %,144.44,116.67,20.00,-13.33,17.86,-200.00,18.42,5.56,-40.00,-25.93,-66.67,27.50,14.29
Net Profit,0.08,-0.01,-0.13,0.34,-0.23,-0.19,0.94,-0.34,0.21,0.35,-0.20,0.28,0.18
EPS in Rs,1.25,-0.16,-2.03,5.31,-3.59,-2.97,14.69,-5.31,3.28,5.47,-3.12,4.38,2.81
