,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64,0.64
Reserves,8.47,8.52,7.87,9.05,21.25,20.94,20.97,21.18,20.87,20.73,21.59,21.61,22.08
Borrowings,1.47,1.69,1.53,1.13,0.86,0.53,0.14,0.05,0.0,0.0,0.0,0.0,0.0
Other Liabilities,2.78,1.75,1.62,2.25,0.7000000000000001,0.44,0.27,0.13,0.11,0.08,0.13,0.05,0.18
Total Liabilities,13.36,12.6,11.66,13.07,23.45,22.55,22.02,22.0,21.62,21.45,22.36,22.3,22.9
Fixed Assets,4.85,4.7,4.48,6.02,5.67,5.21,4.83,4.51,4.26,4.02,3.98,3.86,3.69
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,1.1,3.1,0.31,0.28,9.2,1.71,0.71,9.5,9.25,8.99,8.95,0.0,0.0
Other Assets,7.41,4.8,6.87,6.77,8.58,15.63,16.48,7.99,8.11,8.44,9.43,18.44,19.21
Total Assets,13.36,12.6,11.66,13.07,23.45,22.55,22.02,22.0,21.62,21.45,22.36,22.3,22.9
