,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,77,69,91,102,104,90,215,249,253,247
Cash from Investing Activity,-61,-56,96,-86,1,36,-104,63,-736,48
Cash from Financing Activity,-14,-9,-174,-17,-87,-118,-55,-33,163,-292
Net Cash Flow,2,4,14,-1,18,8,56,279,-321,3
