,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Promoters,50.39,50.38,50.37,50.33,49.5,49.79,49.79,49.76,49.76,49.75,49.75,49.75
FIIs,27.2,27.24,28.59,30.72,30.06,21.91,23.2,25.57,23.86,25.67,25.66,24.29
DIIs,14.63,15.73,14.59,12.26,11.35,16.2,14.5,12.38,13.3,13.64,14.89,16.86
Public,7.78,6.65,6.45,6.69,9.09,12.11,12.52,12.3,13.09,10.94,9.69,9.1
No. of Shareholders,36437.0,30679.0,33527.0,43552.0,64168.0,79895.0,86404.0,90090.0,91452.0,84269.0,89692.0,86249.0
