,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,31,40,40,50
Cash from Investing Activity,-24,-23,-34,-14
Cash from Financing Activity,-7,-17,-6,-35
Net Cash Flow,0,0,0,0
