,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,45.0,43,35,35
Inventory Days,65.0,64,57,61
Days Payable,12.0,15,7,8
Cash Conversion Cycle,98.0,91,85,89
Working Capital Days,67.0,72,69,74
ROCE %,,30,38,22
