,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,74.06,58.88,58.89,58.89
FIIs,0.12,6.34,6.23,6.19
DIIs,0.56,5.39,5.19,5.33
Public,25.26,29.39,29.69,29.59
No. of Shareholders,8437.0,24647.0,33137.0,33352.0
