,2021-03-01,2021-09-01,2022-03-01,2022-09-01,2023-03-01,2023-09-01
Sales,51.0,51.0,47.0,45.0,174.0,143.0
Expenses,45.0,45.0,41.0,36.0,160.0,127.0
Operating Profit,6.0,6.0,6.0,9.0,14.0,16.0
OPM %,11.0,11.0,12.0,20.0,8.0,11.0
Other Income,0.0,0.0,0.0,0.0,0.0,1.0
Interest,1.0,1.0,1.0,3.0,6.0,6.0
Depreciation,2.0,2.0,2.0,4.0,3.0,4.0
Profit before tax,3.0,3.0,3.0,2.0,5.0,7.0
Tax %,23.0,23.0,40.0,27.0,28.0,25.0
Net Profit,2.0,2.0,2.0,2.0,4.0,5.0
EPS in Rs,4.69,4.22,1.17,1.08,2.76,3.59
