,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,1.72,7.48,1.73,9.57,2.1,3.28,2.23,4.15,4.69,11.11,7.77,7.83,7.47
Expenses,1.65,8.39,2.39,9.92,2.33,4.07,2.9,3.78,5.76,10.73,7.97,8.02,7.58
Operating Profit,0.07,-0.91,-0.66,-0.35,-0.23,-0.79,-0.67,0.37,-1.07,0.38,-0.2,-0.19,-0.11
OPM %,4.07,-12.17,-38.15,-3.66,-10.95,-24.09,-30.04,8.92,-22.81,3.42,-2.57,-2.43,-1.47
Other Income,1.28,4.17,1.41,0.69,0.54,1.05,1.12,0.71,0.96,0.4,2.31,0.3,1.07
Interest,0.07,0.07,0.11,0.07,0.09,0.09,0.06,0.06,0.06,0.04,0.01,0.0,0.04
Depreciation,0.14,0.14,0.15,0.13,0.14,0.14,0.22,0.2,0.21,0.21,0.22,0.17,0.26
Profit before tax,1.14,3.05,0.49,0.14,0.08,0.03,0.17,0.82,-0.38,0.53,1.88,-0.06,0.66
Tax %,14.04,32.79,69.39,7.14,75.0,-966.67,-264.71,24.39,23.68,-32.08,33.51,33.33,31.82
Net Profit,0.99,2.04,0.15,0.13,0.03,0.32,0.61,0.62,-0.3,0.69,1.24,-0.03,0.45
EPS in Rs,2.15,4.43,0.33,0.28,0.07,0.7,1.33,1.35,-0.65,1.5,2.7,-0.07,0.98
