,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,54.79,54.79,54.79,54.79,54.79,54.81,54.76,54.76
FIIs,0.0,0.97,1.08,1.08,0.65,0.0,1.31,1.52
Public,45.21,44.24,44.13,44.13,44.55,45.19,43.93,43.71
No. of Shareholders,5307.0,4897.0,4743.0,4768.0,4287.0,4308.0,3937.0,4379.0
