,2022-03-01,2023-03-01,2023-09-01
Equity Capital,0.43,5.57,5.57
Reserves,2.62,8.95,
Borrowings,1.37,1.53,
Other Liabilities,2.35,1.8,
Total Liabilities,6.77,17.85,
Fixed Assets,1.21,2.01,
CWIP,0.42,0.46,
Investments,1.02,2.02,
Other Assets,4.12,13.36,
Total Assets,6.77,17.85,
