,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,50.62,50.62,50.63,59.67,59.67,59.67,59.67,59.67
Public,49.38,49.38,49.37,40.33,40.33,40.33,40.32,40.33
No. of Shareholders,784.0,769.0,767.0,749.0,745.0,760.0,911.0,928.0
