,2021-03-01,2022-03-01,2023-03-01
Debtor Days,606.86,683.43,646.57
Inventory Days,5.15,57.53,3019.55
Days Payable,341.81,15.87,879.32
Cash Conversion Cycle,270.2,725.09,2786.8
Working Capital Days,293.47,660.78,709.14
ROCE %,,9.49,12.21
