,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,5.4,5.4,5.4,5.4
Reserves,1.63,2.33,3.4,9.38
Borrowings,0.04,0.17,2.8,3.11
Other Liabilities,4.44,0.5,1.41,1.1
Total Liabilities,11.51,8.4,13.01,13.59
Fixed Assets,0.0,0.0,3.68,4.35
CWIP,0.0,0.0,0.0,0.0
Investments,2.17,0.3,0.3,0.41
Other Assets,9.34,8.1,9.03,8.83
Total Assets,11.51,8.4,13.01,13.59
