,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Cash from Operating Activity,68,6,-30,59,6,-68,81
Cash from Investing Activity,-9,6,-2,-2,-1,-85,-20
Cash from Financing Activity,-61,-9,27,-52,6,144,-65
Net Cash Flow,-2,2,-5,6,10,-9,-5
