,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,18.63,48.4,57.95,19.33,14.51,48.99,47.4,46.19,50.93,94.71,88.13,47.73,26.92
Expenses,12.35,32.36,56.42,17.2,9.47,34.87,34.28,37.09,39.68,77.79,69.67,40.47,15.44
Operating Profit,6.28,16.04,1.53,2.13,5.04,14.12,13.12,9.1,11.25,16.92,18.46,7.26,11.48
OPM %,33.71,33.14,2.64,11.02,34.73,28.82,27.68,19.7,22.09,17.87,20.95,15.21,42.64
Other Income,0.01,0.19,3.08,0.0,0.01,0.08,0.14,1.2,0.51,0.25,-1.32,3.72,0.32
Interest,4.59,8.14,1.29,3.23,3.63,5.14,7.1,6.92,7.48,9.33,3.4,6.68,7.37
Depreciation,3.0,2.25,2.13,2.22,2.22,2.22,2.22,2.22,2.22,4.86,2.27,2.89,2.89
Profit before tax,-1.3,5.84,1.19,-3.32,-0.8,6.84,3.94,1.16,2.06,2.98,11.47,1.41,1.54
Tax %,0.0,0.0,28.57,0.0,3.75,7.16,24.87,29.31,26.7,22.82,25.28,21.28,37.01
Net Profit,-1.3,5.84,0.85,-3.32,-0.76,6.35,2.95,0.82,1.52,2.3,8.57,1.1,0.97
EPS in Rs,-0.14,0.62,0.09,-0.35,-0.08,0.67,0.31,0.09,0.16,0.24,0.91,0.12,0.1
