,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Promoters,65.56,65.57,64.96,64.96
FIIs,5.78,4.62,1.37,1.85
DIIs,0.02,0.01,0.02,0.42
Public,28.64,29.8,33.65,32.77
No. of Shareholders,44894.0,60857.0,61463.0,54087.0
