,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,8.0,32,7,9
Inventory Days,,,,
Days Payable,,,,
Cash Conversion Cycle,8.0,32,7,9
Working Capital Days,483.0,839,1193,944
ROCE %,,1,-5,6
