,2020-03-01,2021-03-01,2022-03-01,2023-03-01,2023-09-01
Equity Capital,59,59,59,59,59
Reserves,1499,1505,1273,1293,1301
Borrowings,1298,1321,1179,1386,1332
Other Liabilities,471,521,468,419,556
Total Liabilities,3327,3407,2979,3157,3248
Fixed Assets,1564,1662,1053,1066,1073
CWIP,73,0,0,0,0
Investments,138,138,68,68,68
Other Assets,1552,1607,1858,2023,2107
Total Assets,3327,3407,2979,3157,3248
