,2020-09-01,2020-12-01,2021-03-01,2021-06-01,2021-09-01,2021-12-01,2022-03-01,2022-06-01,2022-09-01,2022-12-01,2023-03-01,2023-06-01,2023-09-01
Sales,18.38,19.11,18.88,19.81,26.19,34.75,33.09,35.44,24.57,23.36,23.94,26.96,23.78
Expenses,16.42,17.15,16.65,16.2,19.82,26.03,24.04,30.01,23.06,21.85,22.45,23.93,21.85
Operating Profit,1.96,1.96,2.23,3.61,6.37,8.72,9.05,5.43,1.51,1.51,1.49,3.03,1.93
OPM %,10.66,10.26,11.81,18.22,24.32,25.09,27.35,15.32,6.15,6.46,6.22,11.24,8.12
Other Income,0.32,0.59,0.29,0.31,0.64,-1.04,-0.7,0.61,0.38,0.32,1.3,0.41,0.68
Interest,0.92,0.91,0.84,0.75,1.31,1.12,0.89,1.2,1.41,1.45,1.44,1.92,1.93
Depreciation,0.98,0.98,1.01,0.99,1.0,1.06,0.87,0.84,0.98,0.97,1.11,1.2,1.21
Profit before tax,0.38,0.66,0.67,2.18,4.7,5.5,6.59,4.0,-0.5,-0.59,0.24,0.32,-0.53
Tax %,-2.63,45.45,-243.28,20.18,25.32,25.82,25.64,21.5,18.0,22.03,37.5,-12.5,18.87
Net Profit,0.39,0.36,2.3,1.74,3.51,4.08,4.9,3.14,-0.41,-0.46,0.15,0.36,-0.43
EPS in Rs,0.32,0.3,1.91,1.45,2.92,3.39,4.07,2.61,-0.34,-0.38,0.12,0.3,-0.36
