,2012-03-01,2013-03-01,2014-03-01,2015-03-01,2016-03-01,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Equity Capital,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01,15.01
Reserves,1.0,1.0,1.0,1.01,1.01,1.02,0.96,0.8200000000000001,-0.21,-0.36,-0.56,-1.86
Borrowings,0.42,0.42,0.42,0.42,0.58,0.92,0.32,0.51,0.0,0.0,0.0,0.0
Other Liabilities,0.23,0.21,0.24,0.25,0.35,0.01,0.0,0.02,0.01,0.03,0.02,0.12
Total Liabilities,16.66,16.64,16.67,16.69,16.95,16.96,16.29,16.36,14.81,14.68,14.47,13.27
Fixed Assets,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.02,0.0,0.0,0.0,0.0
CWIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investments,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0
Other Assets,16.26,16.24,16.27,16.29,16.55,16.56,15.99,16.04,14.81,14.68,14.47,13.27
Total Assets,16.66,16.64,16.67,16.69,16.95,16.96,16.29,16.36,14.81,14.68,14.47,13.27
