,2017-03-01,2018-03-01,2019-03-01,2020-03-01,2021-03-01,2022-03-01,2023-03-01
Debtor Days,609.0,88,77,64,64,58,51
Inventory Days,516.0,73,76,74,64,67,57
Days Payable,1462.0,97,101,86,133,93,91
Cash Conversion Cycle,-337.0,65,52,53,-6,33,18
Working Capital Days,1016.0,58,49,48,2,30,22
ROCE %,,29,29,29,35,34,19
