,Mar 2012,Mar 2013,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,TTM
Sales,31.77,31.22,69.85,74.74,27.52,44.16,39.79,51.97,22.39,7.17,8.6,6.55,7.07
Expenses,31.65,31.18,69.89,74.91,28.06,44.67,39.59,52.93,22.04,6.93,9.43,6.99,7.41
Operating Profit,0.12,0.04,-0.04,-0.17,-0.54,-0.51,0.2,-0.96,0.35,0.24,-0.83,-0.44,-0.34
OPM %,0.38,0.13,-0.06,-0.23,-1.96,-1.15,0.5,-1.85,1.56,3.35,-9.65,-6.72,-4.81
Other Income,0.55,0.87,0.81,0.83,1.01,0.88,0.85,1.8,0.74,0.8,1.13,0.63,0.66
Interest,0.42,0.53,0.39,0.33,0.31,0.17,0.06,0.09,0.15,0.06,0.04,0.14,0.09
Depreciation,0.12,0.14,0.14,0.08,0.06,0.06,0.11,0.11,0.11,0.09,0.07,0.07,0.08
Profit before tax,0.13,0.24,0.24,0.25,0.1,0.14,0.88,0.64,0.83,0.89,0.19,-0.02,0.15
Tax %,23.08,12.50,25.00,32.0,30.0,28.57,20.45,17.19,20.48,21.35,26.32,300.0,
Net Profit,0.09,0.21,0.18,0.17,0.07,0.1,0.7,0.52,0.66,0.69,0.14,0.04,0.18
EPS in Rs,,,,0.57,0.23,0.34,2.35,1.74,2.21,2.31,0.47,0.13,0.61
